GAUSSIAN 10 2 2
[4, 2, 3, 4, 1, 2, 2, 2, 6, 3]
0 1 PUMP 7989 
0 2 PUMP 1147 
0 3 PUMP 470 
0 4 POP 372 
1 1 PUMP 3983 
1 2 POP 386 
2 1 PUMP 953 
2 2 PUMP 1468 
2 3 POP 1564 
3 1 PUMP 1351 
3 2 PUMP 670 
3 2 PASS 2379 
4 1 POP 2865 
5 1 PUMP 1626 
5 2 POP 1195 
6 1 PUMP 1093 
6 1 PASS 2671 
7 1 PUMP 765 
7 2 POP 626 
8 1 PUMP 801 
8 2 PUMP 604 
8 2 PASS 1200 
9 1 PUMP 1698 
9 2 PUMP 767 
9 3 POP 1091 
TOTAL SCORE 5
